"id","kode_divisi","tanggal","jenis","no_bukti","no_invoice","kode_coa","kode_nasabah","kode_customer","kode_sumberdaya","kode_spk","kode_tahap","kode_faktur","kode_alat","volume","keterangan","dk","rupiah","no_bapb","no_bpm","id_ap_payment","id_ar_receive","id_cashbook","id_unitprice","id_rik_tahap","kode_bank","kode_modul","bukti_potong","kode_batch","tr_level","no_terbit","posted_by","posted_date",
"106079","V","2016-04-01","K","280018/04/K/16","","41111","HGMN","","DDKQ01","5WGA05","600000","","","0","RODA SCAFFOLDDIN 4 SET","D","1200000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106080","V","2016-04-01","K","280018/04/K/16","","41111","HGMN","","DDEC01","5WGA05","400400","","","0","MAKAN LEMBUR OPR TC 1","D","60000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106081","V","2016-04-01","K","280018/04/K/16","","41111","HGMN","","DDED01","5WGA05","400400","","","0","MAKAN LEMBUR OPR TC 2","D","60000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106082","V","2016-04-01","K","280018/04/K/16","","48161","HGMN","","ZA6101","5WGA05","481611","","","0","PREMIUM SEPEDA MOTOR","D","15000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106083","V","2016-04-01","K","280018/04/K/16","","48161","HGMN","","ZA6103","5WGA05","481611","","","0","BIO SOLAR PICK UP","D","150000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106084","V","2016-04-01","K","280018/04/K/16","","48191","HGMN","","ZA9108","5WGA05","481911","","","0","SUSU DAN SARI KACANG IJO SAFETY","D","746800","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106085","V","2016-04-01","K","280018/04/K/16","","48191","HGMN","","ZA9114","5WGA05","481911","","","0","KOPI DAN TEH","D","15500","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106086","V","2016-04-01","K","280018/04/K/16","","48191","HGMN","","ZA9116","5WGA05","481911","","","0","AIR MINERAL","D","69000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106087","V","2016-04-01","M","280018/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","5299820","","","","","","","","","GL","","0","PROYEK","280018/04/M/16","","0000-00-00 00:00:00",
"106088","V","2016-04-01","M","280018/04/M/16","","41121","JBS0","","CBDB03","5WGA05","400200","","","0","PEK. BEKISTING PLAT","D","2970936","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106089","V","2016-04-01","M","280018/04/M/16","","41121","JBS0","","CBDA02","5WGA05","400200","","","0","PEK. BEKISTING SHERWALL","D","615053","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106090","V","2016-04-01","M","280018/04/M/16","","41121","JBS0","","CBDB04","5WGA05","400200","","","0","PEK. BEKISTING BALOK","D","1713831","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106091","V","2016-04-01","K","280019/04/K/16","","11111","HGMN","","","5WGA05","","","","0","OPERASIONAL KANTOR","K","3225100","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106092","V","2016-04-01","K","280019/04/K/16","","41111","HGMN","","DDEC01","5WGA05","400400","","","0","MAKAN LEMBUR OPR TC 01","D","132000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106093","V","2016-04-01","K","280019/04/K/16","","41111","HGMN","","DDED01","5WGA05","400400","","","0","MAKAN LEMBUR OPR TC 02","D","132000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106094","V","2016-04-01","K","280019/04/K/16","","41111","HGMN","","DDTA08","5WGA05","600000","","","0","STEJER LAMPU","D","25000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106095","V","2016-04-01","K","280019/04/K/16","","48121","HGMN","","ZA2101","5WGA05","481211","","","0","BUKU SEKURITY,PLASTIK MIKA","D","80000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106096","V","2016-04-01","K","280019/04/K/16","","48121","HGMN","","ZA2103","5WGA05","481211","","","0","KIRIM DOKUMEN","D","10000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106097","V","2016-04-01","K","280019/04/K/16","","48121","HGMN","","ZA2104","5WGA05","481211","","","0","KERTAS A4 DAN A3","D","194900","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106098","V","2016-04-01","K","280019/04/K/16","","48132","HGMN","","ZA3212","5WGA05","481321","","","0","LASER","D","600000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106099","V","2016-04-01","K","280019/04/K/16","","48161","HGMN","","ZA6101","5WGA05","481611","","","0","PREMIUM SEPEDA MOTOR","D","33000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106100","V","2016-04-01","K","280019/04/K/16","","48161","HGMN","","ZA6101","5WGA05","481611","","","0","PREMIUM SEPEDA MOTOR","D","10000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106101","V","2016-04-01","K","280019/04/K/16","","48161","HGMN","","ZA6103","5WGA05","481611","","","0","SOLAR PICK UP","D","300000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106102","V","2016-04-01","K","280019/04/K/16","","48191","HGMN","","ZA9103","5WGA05","481911","","","0","MAKAN TIM AUDIT","D","110000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106103","V","2016-04-01","K","280019/04/K/16","","48191","HGMN","","ZA9104","5WGA05","481911","","","0","KONSUMSI RAPAT INTERN","D","179300","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106104","V","2016-04-01","K","280019/04/K/16","","48191","HGMN","","ZA9106","5WGA05","481911","","","0","MAKAN LEMBUR STAF","D","210000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106105","V","2016-04-01","K","280019/04/K/16","","48191","HGMN","","ZA9114","5WGA05","481911","","","0","TEH, LEMARI RAK SEPATU","D","954900","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106106","V","2016-04-01","K","280019/04/K/16","","48191","HGMN","","ZA9116","5WGA05","481911","","","0","AIR MINERAL","D","254000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106107","V","2016-04-01","M","280019/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","41210887","","","","","","","","","GL","","0","PROYEK","280019/04/M/16","","0000-00-00 00:00:00",
"106108","V","2016-04-01","M","280019/04/M/16","","41121","JBS0","","CBDA01","5WGA05","400200","","","0","PEK. BEKISTING KOLOM","D","2941886","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106109","V","2016-04-01","M","280019/04/M/16","","41121","JBS0","","CBDA02","5WGA05","400200","","","0","PEK. BEKISTING SHERWALL","D","3342921","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106110","V","2016-04-01","M","280019/04/M/16","","41121","JBS0","","CBDA08","5WGA05","400200","","","0","PEK. BEKISTING KEPALA KOLOM","D","1137500","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106111","V","2016-04-01","M","280019/04/M/16","","41121","JBS0","","CBDB03","5WGA05","400200","","","0","PEK. BEKISTING PLAT","D","20912505","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106112","V","2016-04-01","M","280019/04/M/16","","41121","JBS0","","CBDB04","5WGA05","400200","","","0","PEK. BEKISTING BALOK","D","12876075","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106113","V","2016-04-01","K","280020/04/K/16","","11111","HGMN","","","5WGA05","","","","0","BENSIN,TOL,PARKIR OPR P'HERRY","K","1839450","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106114","V","2016-04-01","K","280020/04/K/16","","48191","HGMN","","ZA9110","5WGA05","481911","","","0","BENSIN,TOL,PARKIR OPR P'HERRY","D","1839450","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106115","V","2016-04-01","M","280020/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","21103900","","","","","","","","","GL","","0","PROYEK","280020/04/M/16","","0000-00-00 00:00:00",
"106116","V","2016-04-01","M","280020/04/M/16","","41121","JBS0","","CBDA01","5WGA05","400200","","","0","PEK. BEKISTING KOLOM","D","2070216","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106117","V","2016-04-01","M","280020/04/M/16","","41121","JBS0","","CBDA02","5WGA05","400200","","","0","PEK. BEKISTING SHERWALL","D","2810821","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106118","V","2016-04-01","M","280020/04/M/16","","41121","JBS0","","CBDA08","5WGA05","400200","","","0","PEK. BEKISTING KEPALA KOLOM","D","1435000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106119","V","2016-04-01","M","280020/04/M/16","","41121","JBS0","","CBDB03","5WGA05","400200","","","0","PEK. BEKISTING PLAT","D","9187200","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106120","V","2016-04-01","M","280020/04/M/16","","41121","JBS0","","CBDB04","5WGA05","400200","","","0","PEK. BEKISTING BALOK","D","5600663","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106121","V","2016-04-01","M","280021/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","2000000","","","","","","","","","GL","","0","PROYEK","280021/04/M/16","","0000-00-00 00:00:00",
"106122","V","2016-04-01","M","280021/04/M/16","","41121","JBS0","","CBDB05","5WGA05","400200","","","0","PEK. BEKISTING TANGGA","D","2000000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106123","V","2016-04-01","M","280022/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","9282584","","","","","","","","","GL","","0","PROYEK","280022/04/M/16","","0000-00-00 00:00:00",
"106124","V","2016-04-01","M","280022/04/M/16","","41121","JBS0","","CBDA01","5WGA05","400200","","","0","PEK. BEKISTING KOLOM","D","1876436","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106125","V","2016-04-01","M","280022/04/M/16","","41121","JBS0","","CBDA02","5WGA05","400200","","","0","PEK. BEKISTING SHERWALL","D","2490911","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106126","V","2016-04-01","M","280022/04/M/16","","41121","JBS0","","CBDA08","5WGA05","400200","","","0","PEK. BEKISTING KEPALA KOLOM","D","430500","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106127","V","2016-04-01","M","280022/04/M/16","","41121","JBS0","","CBDB03","5WGA05","400200","","","0","PEK. BEKISTING PLAT","D","2761154","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106128","V","2016-04-01","M","280022/04/M/16","","41121","JBS0","","CBDB04","5WGA05","400200","","","0","PEK. BEKISTING BALOK","D","1723583","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106129","V","2016-04-01","M","280023/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","8138996","","","","","","","","","GL","","0","PROYEK","280023/04/M/16","","0000-00-00 00:00:00",
"106130","V","2016-04-01","M","280023/04/M/16","","41121","JBS0","","CBDA01","5WGA05","400200","","","0","PEK. BEKISTING KOLOM","D","930246","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106131","V","2016-04-01","M","280023/04/M/16","","41121","JBS0","","CBDA02","5WGA05","400200","","","0","PEK. BEKISTING SHERWALL","D","3881322","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106132","V","2016-04-01","M","280023/04/M/16","","41121","JBS0","","CBDB03","5WGA05","400200","","","0","PEK. BEKISTING PLAT","D","3327428","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106133","V","2016-04-01","M","280024/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","6572962","","","","","","","","","GL","","0","PROYEK","280024/04/M/16","","0000-00-00 00:00:00",
"106134","V","2016-04-01","M","280024/04/M/16","","41121","JBS0","","CBDA01","5WGA05","400200","","","0","PEK. BEKISTING KOLOM","D","834173","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106135","V","2016-04-01","M","280024/04/M/16","","41121","JBS0","","CBDA02","5WGA05","400200","","","0","PEK. BEKISTING SHERWALL","D","614130","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106136","V","2016-04-01","M","280024/04/M/16","","41121","JBS0","","CBDA08","5WGA05","400200","","","0","PEK. BEKISTING KEPALA KOLOM","D","213500","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106137","V","2016-04-01","M","280024/04/M/16","","41121","JBS0","","CBDB03","5WGA05","400200","","","0","PEK. BEKISTING PLAT","D","3204411","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106138","V","2016-04-01","M","280024/04/M/16","","41121","JBS0","","CBDB04","5WGA05","400200","","","0","PEK. BEKISTING BALOK","D","1706748","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106139","V","2016-04-01","M","280025/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","5009598","","","","","","","","","GL","","0","PROYEK","280025/04/M/16","","0000-00-00 00:00:00",
"106140","V","2016-04-01","M","280025/04/M/16","","41121","JBS0","","CBDA01","5WGA05","400200","","","0","PEK. KOLAM RENANG","D","5009598","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106141","V","2016-04-01","M","280026/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","27832552","","","","","","","","","GL","","0","PROYEK","280026/04/M/16","","0000-00-00 00:00:00",
"106142","V","2016-04-01","M","280026/04/M/16","","41121","JBS0","","CBDA01","5WGA05","400200","","","0","PEK. BEKISTING KOLOM","D","4657986","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106143","V","2016-04-01","M","280026/04/M/16","","41121","JBS0","","CBDA02","5WGA05","400200","","","0","PEK. BEKISTING SHERWALL","D","7727079","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106144","V","2016-04-01","M","280026/04/M/16","","41121","JBS0","","CBDA08","5WGA05","400200","","","0","PEK. BEKISTING KEPALA KOLOM","D","735000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106145","V","2016-04-01","M","280026/04/M/16","","41121","JBS0","","CBDB03","5WGA05","400200","","","0","PEK. BEKISTING PLAT","D","9197860","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106146","V","2016-04-01","M","280026/04/M/16","","41121","JBS0","","CBDB04","5WGA05","400200","","","0","PEK. BEKISTING BALOK","D","5514627","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106147","V","2016-04-01","M","280027/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","59565579","","","","","","","","","GL","","0","PROYEK","280027/04/M/16","","0000-00-00 00:00:00",
"106148","V","2016-04-01","M","280027/04/M/16","","41121","JBS0","","CBDA01","5WGA05","400200","","","0","PEK. BEKISTING KOLOM","D","7245755","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106149","V","2016-04-01","M","280027/04/M/16","","41121","JBS0","","CBDA02","5WGA05","400200","","","0","PEK. BEKISTING SHERWALL","D","9837875","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106150","V","2016-04-01","M","280027/04/M/16","","41121","JBS0","","CBDA08","5WGA05","400200","","","0","PEK. BEKISTING KEPALA KOLOM","D","1470000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106151","V","2016-04-01","M","280027/04/M/16","","41121","JBS0","","CBDB03","5WGA05","400200","","","0","PEK. BEKISTING PLAT","D","25874374","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106152","V","2016-04-01","M","280027/04/M/16","","41121","JBS0","","CBDB04","5WGA05","400200","","","0","PEK. BEKISTING PLAT","D","15137575","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106153","V","2016-04-01","M","280028/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","1472208","","","","","","","","","GL","","0","PROYEK","280028/04/M/16","","0000-00-00 00:00:00",
"106154","V","2016-04-01","M","280028/04/M/16","","41121","JBS0","","CBDA01","5WGA05","400200","","","0","PEK. BEKISTING KOLOM","D","903457","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106155","V","2016-04-01","M","280028/04/M/16","","41121","JBS0","","CBDA02","5WGA05","400200","","","0","PEK. BEKISTING SHERWALL","D","568751","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106156","V","2016-04-01","M","280029/04/M/16","","21113","WAK0","","","5WGA05","","","","0","MANDOR WARSITO, 31 MAR'16","K","30337454","","","","","","","","","GL","","0","PROYEK","280029/04/M/16","","0000-00-00 00:00:00",
"106157","V","2016-04-01","M","280029/04/M/16","","41121","WAK0","","CBC001","5WGA05","400100","","","0","PEK. PEMBESIAN","D","30337454","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106158","V","2016-04-01","M","280030/04/M/16","","21113","WAK0","","","5WGA05","","","","0","MANDOR WARSITO, 31 MAR'16","K","23816950","","","","","","","","","GL","","0","PROYEK","280030/04/M/16","","0000-00-00 00:00:00",
"106159","V","2016-04-01","M","280030/04/M/16","","41121","WAK0","","CBC001","5WGA05","400100","","","0","PEK. PEMBESIAN","D","23816950","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106160","V","2016-04-01","M","280031/04/M/16","","21113","WAK0","","","5WGA05","","","","0","MANDOR WARSITO, 31 MAR'16","K","17989989","","","","","","","","","GL","","0","PROYEK","280031/04/M/16","","0000-00-00 00:00:00",
"106161","V","2016-04-01","M","280031/04/M/16","","41121","WAK0","","CBC001","5WGA05","400100","","","0","PEK. PEMBESIAN","D","17989989","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106162","V","2016-04-01","M","280032/04/M/16","","21113","WAK0","","","5WGA05","","","","0","MANDOR WARSITO, 31 MAR'16","K","4519328","","","","","","","","","GL","","0","PROYEK","280032/04/M/16","","0000-00-00 00:00:00",
"106163","V","2016-04-01","M","280032/04/M/16","","41121","WAK0","","CBC001","5WGA05","400100","","","0","PEK. PEMBESIAN","D","4519328","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106164","V","2016-04-01","M","280033/04/M/16","","21113","WAK0","","","5WGA05","","","","0","MANDOR WARSITO, 31 MAR'16","K","1500000","","","","","","","","","GL","","0","PROYEK","280033/04/M/16","","0000-00-00 00:00:00",
"106165","V","2016-04-01","M","280033/04/M/16","","41121","WAK0","","CBC001","5WGA05","400100","","","0","MANDOR WARSITO, 31 MAR'16","D","1500000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106166","V","2016-04-01","M","280034/04/M/16","","21113","WAK0","","","5WGA05","","","","0","MANDOR WARSITO, 31 MAR'16","K","6183706","","","","","","","","","GL","","0","PROYEK","280034/04/M/16","","0000-00-00 00:00:00",
"106167","V","2016-04-01","M","280034/04/M/16","","41121","WAK0","","CBC001","5WGA05","400100","","","0","PEK. PEMBESIAN","D","6183706","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106168","V","2016-04-01","M","280035/04/M/16","","21113","WAK0","","","5WGA05","","","","0","MANDOR WARSITO, 31 MAR'16","K","6015997","","","","","","","","","GL","","0","PROYEK","280035/04/M/16","","0000-00-00 00:00:00",
"106169","V","2016-04-01","M","280035/04/M/16","","41121","WAK0","","CBC001","5WGA05","400100","","","0","PEK. PEMBESIAN","D","6015997","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106170","V","2016-04-01","M","280036/04/M/16","","21113","MFK0","","","5WGA05","","","","0","MANDOR MUJI S, 31 MAR'16","K","4227500","","","","","","","","","GL","","0","PROYEK","280036/04/M/16","","0000-00-00 00:00:00",
"106171","V","2016-04-01","M","280036/04/M/16","","41121","MFK0","","CCD004","5WGA05","400300","","","0","PEK. PAS CHEMICAL STEK REBAR","D","4227500","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106172","V","2016-04-01","M","280037/04/M/16","","21113","IDH0","","","5WGA05","","","","0","MANDOR ITA, 31 MAR'16","K","24245140","","","","","","","","","GL","","0","PROYEK","280037/04/M/16","","0000-00-00 00:00:00",
"106173","V","2016-04-01","M","280037/04/M/16","","41121","IDH0","","CCQA00","5WGA05","300100","","","0","PEK. PENGECORAN","D","24245140","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106174","V","2016-04-01","M","280038/04/M/16","","21113","IDH0","","","5WGA05","","","","0","MANDOR DONAL, 31 MAR'16","K","28750000","","","","","","","","","GL","","0","PROYEK","280038/04/M/16","","0000-00-00 00:00:00",
"106175","V","2016-04-01","M","280038/04/M/16","","41121","IDH0","","CCQA00","5WGA05","300100","","","0","PEK. PENGECORAN","D","28750000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106176","V","2016-04-01","M","280039/04/M/16","","21113","IDH0","","","5WGA05","","","","0","MANDOR DONAL, 31 MAR'16","K","2160000","","","","","","","","","GL","","0","PROYEK","280039/04/M/16","","0000-00-00 00:00:00",
"106177","V","2016-04-01","M","280039/04/M/16","","41121","IDH0","","CCQA00","5WGA05","300100","","","0","PEK. PENGECORAN","D","2160000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106178","V","2016-04-01","M","280040/04/M/16","","21113","N760","","","5WGA05","","","","0","MANDOR SIUD, 31 MAR'16","K","15501552","","","","","","","","","GL","","0","PROYEK","280040/04/M/16","","0000-00-00 00:00:00",
"106179","V","2016-04-01","M","280040/04/M/16","","41121","N760","","CCD007","5WGA05","400300","","","0","PEK. SKIMCOAT","D","15501552","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106180","V","2016-04-01","M","280041/04/M/16","","21411","W070","","","5WGA05","","","","0","WAHANA CITRA S, 01 MAR'16","K","3770000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106181","V","2016-04-01","M","280041/04/M/16","","41111","HGMN","","AECA10","5WGA05","400200","","","20","SELANG BLENDER","D","600000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106182","V","2016-04-01","M","280041/04/M/16","","41111","HGMN","","AECA10","5WGA05","400200","","","1","TABUNG ELPIJI","D","600000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106183","V","2016-04-01","M","280041/04/M/16","","41111","HGMN","","AECA10","5WGA05","400200","","","1","SARUNG TANGAN LAS","D","35000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106184","V","2016-04-01","M","280041/04/M/16","","41111","HGMN","","AECA10","5WGA05","400200","","","25","RESIBON POTONG 14""","D","1700000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106185","V","2016-04-01","M","280041/04/M/16","","41111","HGMN","","AECA10","5WGA05","400200","","","20","RESIBON POTONG 4""","D","260000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106186","V","2016-04-01","M","280041/04/M/16","","41111","HGMN","","AECA10","5WGA05","400200","","","1","STANG BLENDER","D","575000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106187","V","2016-04-01","M","280042/04/M/16","","21411","CDY0","","","5WGA05","","","","0","CAHAYA BERKAH S, 04 MAR'16","K","5462000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106188","V","2016-04-01","M","280042/04/M/16","","41111","HGMN","","AECA08","5WGA05","400200","","","5","PAKU 5CM","D","1650000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106189","V","2016-04-01","M","280042/04/M/16","","41111","HGMN","","AEBA04","5WGA05","400100","","","15","KAWAT AYAM","D","2100000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106190","V","2016-04-01","M","280042/04/M/16","","41111","HGMN","","ATT001","5WGA05","100400","","","2","SARUNG TANGAN KAIN","D","52000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106191","V","2016-04-01","M","280042/04/M/16","","41111","HGMN","","AECA10","5WGA05","400200","","","20","BUSA HITAM","D","1300000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106192","V","2016-04-01","M","280042/04/M/16","","41111","HGMN","","ATT001","5WGA05","100400","","","1","MASKER","D","40000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106193","V","2016-04-01","M","280042/04/M/16","","48132","HGMN","","ZA3209","5WGA05","481321","","","2","JIDAR ALUMUNIUM","D","320000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106194","V","2016-04-01","M","280043/04/M/16","","21411","SDF0","","","5WGA05","","","","0","SINAR TERANG, 05 MAR'16","K","2420000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106195","V","2016-04-01","M","280043/04/M/16","","41111","HGMN","","AECA10","5WGA05","400200","","","0","MATA GURINDA","D","320000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106196","V","2016-04-01","M","280043/04/M/16","","41111","HGMN","","CHRB01","5WGA05","100100","","","0","KARUNG PLASTIK","D","200000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106197","V","2016-04-01","M","280043/04/M/16","","41111","HGMN","","CHRB01","5WGA05","100100","","","0","SAPU LIDI GAGANG","D","150000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106198","V","2016-04-01","M","280043/04/M/16","","41111","HGMN","","AECA10","5WGA05","400200","","","0","MESIN GURINDA TANGAN","D","1400000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106199","V","2016-04-01","M","280043/04/M/16","","41111","HGMN","","CHRB01","5WGA05","100100","","","0","PLASTIK SAMPAH","D","350000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106200","V","2016-04-01","M","280044/04/M/16","","21411","SDF0","","","5WGA05","","","","0","SINAR TERANG-UNIKOM, 05 MAR'16","K","460500","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106201","V","2016-04-01","M","280044/04/M/16","","41111","UNIK","","700100","5WGA05","700000","","","0","LAKBAN KERTAS","D","252000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106202","V","2016-04-01","M","280044/04/M/16","","41111","UNIK","","700100","5WGA05","700000","","","0","KP GAGANG","D","25000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
