"id","kode_divisi","tanggal","jenis","no_bukti","no_invoice","kode_coa","kode_nasabah","kode_customer","kode_sumberdaya","kode_spk","kode_tahap","kode_faktur","kode_alat","volume","keterangan","dk","rupiah","no_bapb","no_bpm","id_ap_payment","id_ar_receive","id_cashbook","id_unitprice","id_rik_tahap","kode_bank","kode_modul","bukti_potong","kode_batch","tr_level","no_terbit","posted_by","posted_date",
"105969","V","2016-04-01","K","280003/04/K/16","","11121","HGMN","","","5WGA05","GBM071","","","0","YJ 426500 MANDIRI TARIK TUNAI","K","200000000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105970","V","2016-04-01","M","280003/04/M/16","","21113","AGK0","","","5WGA05","","","","0","MANDOR AGUS S, 31 MAR'16","K","1000000","","","","","","","","","GL","","0","PROYEK","280003/04/M/16","","0000-00-00 00:00:00",
"105971","V","2016-04-01","M","280003/04/M/16","","41121","HGMN","","DDED01","5WGA05","400400","","","0","INSENTIF TC BLN MARET'16","D","1000000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105972","V","2016-04-01","B","280004/04/B/16","","11121","RCD0","","","5WGA05","GBM071","","","0","BL 471576 MANDOR RAHMAT","K","20256000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105973","V","2016-04-01","B","280004/04/B/16","","11121","RCD0","","","5WGA05","GBM071","","","0","PPH PSL 21 MANDOR RAHMAT","D","100260","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105974","V","2016-04-01","B","280004/04/B/16","","21113","RCD0","","","5WGA05","","","","0","280015/04/M/16, 31 MAR'16","D","20256000","","","","","","","","","GL","","0","PROYEK","280015/04/M/16","","0000-00-00 00:00:00",
"105975","V","2016-04-01","B","280004/04/B/16","","21121","RCD0","","","5WGA05","","","","0","PPH PSL 21 MANDOR RAHMAT","K","100260","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105976","V","2016-04-01","M","280004/04/M/16","","21113","N760","","","5WGA05","","","","0","MANDOR ROJAK, 31 MAR'16","K","18652000","","","","","","","","","GL","","0","PROYEK","280004/04/M/16","","0000-00-00 00:00:00",
"105977","V","2016-04-01","M","280004/04/M/16","","41121","UNIK","","700100","5WGA05","700000","","","0","PEK. FINISHING FACADE","D","18652000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105978","V","2016-04-01","B","280005/04/B/16","","11121","N760","","","5WGA05","GBM071","","","0","GS 123776 MANDOR ROJAK","K","18652000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105979","V","2016-04-01","B","280005/04/B/16","","11121","N760","","","5WGA05","GBM071","","","0","PPH PSL 21 MANDOR ROJAK","D","96720","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105980","V","2016-04-01","B","280005/04/B/16","","21113","N760","","","5WGA05","","","","0","280004/04/M/16, MDR ROJAK","D","18652000","","","","","","","","","GL","","0","PROYEK","280004/04/M/16","","0000-00-00 00:00:00",
"105981","V","2016-04-01","B","280005/04/B/16","","21121","N760","","","5WGA05","","","","0","PPH PSL 21 MANDOR ROJAK","K","96720","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105982","V","2016-04-01","M","280005/04/M/16","","21113","MG40","","","5WGA05","","","","0","MANDOR NUR KHOLIS, 31 MAR'16","K","21150000","","","","","","","","","GL","","0","PROYEK","280005/04/M/16","","0000-00-00 00:00:00",
"105983","V","2016-04-01","M","280005/04/M/16","","41121","STG0","","700100","5WGA05","700000","","","0","PEK. FINISHING","D","21150000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105984","V","2016-04-01","K","280006/04/K/16","","11111","HGMN","","","5WGA05","","","","0","TUNJ UM KARYAWAN APRIL'16","K","48800000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105985","V","2016-04-01","K","280006/04/K/16","","48191","HGMN","","ZA9105","5WGA05","481911","","","0","TUNJ UM KARYAWAN APRIL'16","D","48800000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105986","V","2016-04-01","M","280006/04/M/16","","21113","MG40","","","5WGA05","","","","0","MANDOR NUR KHOLIS, 31 MAR'16","K","4760000","","","","","","","","","GL","","0","PROYEK","280006/04/M/16","","0000-00-00 00:00:00",
"105987","V","2016-04-01","M","280006/04/M/16","","41121","STG0","","700100","5WGA05","700000","","","0","PEK. FINISHING GONDOLA","D","4760000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105988","V","2016-04-01","K","280007/04/K/16","","11111","STG0","","","5WGA05","","","","0","TUNJ UM KARYAWAN SDRMN APR'15","K","800000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105989","V","2016-04-01","K","280007/04/K/16","","48191","STG0","","ZA9105","5WGA05","481911","","","0","TUNJ UM KARYAWAN SDRMN APR'15","D","800000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105990","V","2016-04-01","M","280007/04/M/16","","21113","MG40","","","5WGA05","","","","0","MANDOR NUR KHOLIS, 31 MAR'16","K","5821183","","","","","","","","","GL","","0","PROYEK","280007/04/M/16","","0000-00-00 00:00:00",
"105991","V","2016-04-01","M","280007/04/M/16","","41121","HGMN","","CCD007","5WGA05","400300","","","0","PEK. SKIMCOAT","D","5821183","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105992","V","2016-04-01","K","280008/04/K/16","","11111","UNIK","","","5WGA05","","","","0","TUNJ UM KARYAWAN UNIKOM APR'15","K","800000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105993","V","2016-04-01","K","280008/04/K/16","","48191","UNIK","","ZA9105","5WGA05","481911","","","0","TUNJ UM KARYAWAN UNIKOM APR'15","D","800000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105994","V","2016-04-01","M","280008/04/M/16","","21113","MG40","","","5WGA05","","","","0","MANDOR NUR KHOLIS, 31 MAR'16","K","17402227","","","","","","","","","GL","","0","PROYEK","280008/04/M/16","","0000-00-00 00:00:00",
"105995","V","2016-04-01","M","280008/04/M/16","","41121","MG40","","CCD007","5WGA05","400300","","","0","PEK. SKIMCOAT","D","17402227","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105996","V","2016-04-01","K","280009/04/K/16","","11111","HGMN","","","5WGA05","","","","0","TES MATERIAL BESI","K","1000000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105997","V","2016-04-01","K","280009/04/K/16","","48171","HGMN","","ZA7101","5WGA05","481711","","","0","TES MATERIAL BESI","D","1000000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"105998","V","2016-04-01","M","280009/04/M/16","","21113","MG40","","","5WGA05","","","","0","MANDOR NUR KHOLIS, 31 MAR'16","K","2052165","","","","","","","","","GL","","0","PROYEK","280009/04/M/16","","0000-00-00 00:00:00",
"105999","V","2016-04-01","M","280009/04/M/16","","41121","MG40","","CCD007","5WGA05","400300","","","0","PEK. SKIMCOAT","D","2052165","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106000","V","2016-04-01","K","280010/04/K/16","","11111","HGMN","","","5WGA05","","","","0","BENSIN,TOL,PARKIR OPR P'BOBBY","K","1520329","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106001","V","2016-04-01","K","280010/04/K/16","","48191","HGMN","","ZA9110","5WGA05","481911","","","0","BENSIN,TOL,PARKIR OPR P'BOBBY","D","1520329","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106002","V","2016-04-01","M","280010/04/M/16","","21113","MG40","","","5WGA05","","","","0","MANDOR NUR KHOLIS, 31 MAR'16","K","1664581","","","","","","","","","GL","","0","PROYEK","280010/04/M/16","","0000-00-00 00:00:00",
"106003","V","2016-04-01","M","280010/04/M/16","","41121","MG40","","CCD007","5WGA05","400300","","","0","PEK. SKIMCOAT","D","1664581","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106004","V","2016-04-01","K","280011/04/K/16","","11111","HGMN","","","5WGA05","","","","0","OPERASIONAL KANTOR","K","2503300","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106005","V","2016-04-01","K","280011/04/K/16","","41111","HGMN","","DDEC01","5WGA05","400400","","","0","MAKAN LEMBUR OPR TC 1","D","84000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106006","V","2016-04-01","K","280011/04/K/16","","41111","HGMN","","DDED01","5WGA05","400400","","","0","MAKAN LEMBUR OPR TC 2","D","84000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106007","V","2016-04-01","K","280011/04/K/16","","41111","HGMN","","CHRB01","5WGA05","100100","","","0","BUANG SAMPAH RUTIN","D","150000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106008","V","2016-04-01","K","280011/04/K/16","","41111","HGMN","","DDJA08","5WGA05","600000","","","0","SOALR KOMPRESOR","D","300000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106009","V","2016-04-01","K","280011/04/K/16","","48121","HGMN","","ZA2101","5WGA05","481211","","","0","STEROFOAM","D","12000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106010","V","2016-04-01","K","280011/04/K/16","","48121","HGMN","","ZA2103","5WGA05","481211","","","0","KIRIM DOKUMEN","D","45000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106011","V","2016-04-01","K","280011/04/K/16","","48121","HGMN","","ZA2104","5WGA05","481211","","","0","KERTAS A3 DAN A4","D","267500","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106012","V","2016-04-01","K","280011/04/K/16","","48132","HGMN","","ZA3211","5WGA05","481321","","","0","BATRE LASER SURVEY","D","24000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106013","V","2016-04-01","K","280011/04/K/16","","48161","HGMN","","ZA6101","5WGA05","481611","","","0","BENSIN SEPEDA MOTOR","D","41000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106014","V","2016-04-01","K","280011/04/K/16","","48161","HGMN","","ZA6103","5WGA05","481611","","","0","SOLAR PICK UP","D","150000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106015","V","2016-04-01","K","280011/04/K/16","","48191","HGMN","","ZA9103","5WGA05","481911","","","0","KONSUMSI DAN PENGINAPAN DIREKSI","D","522300","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106016","V","2016-04-01","K","280011/04/K/16","","48191","HGMN","","ZA9104","5WGA05","481911","","","0","KONSUMSI RAPAT MINGGUAN","D","97600","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106017","V","2016-04-01","K","280011/04/K/16","","48191","HGMN","","ZA9108","5WGA05","481911","","","0","SUSU UNTUK SAFETY MORNING","D","648000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106018","V","2016-04-01","K","280011/04/K/16","","48191","HGMN","","ZA9114","5WGA05","481911","","","0","GULA PUTIH","D","14500","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106019","V","2016-04-01","K","280011/04/K/16","","48191","HGMN","","ZA9116","5WGA05","481911","","","0","AIR MINERAL","D","63400","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106020","V","2016-04-01","M","280011/04/M/16","","21113","MG40","","","5WGA05","","","","0","MANDOR NUR KHOLIS, 31 MAR'16","K","9117912","","","","","","","","","GL","","0","PROYEK","280011/04/M/16","","0000-00-00 00:00:00",
"106021","V","2016-04-01","M","280011/04/M/16","","41121","MG40","","CCD007","5WGA05","400300","","","0","PEK. SKIMCOAT","D","9117912","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106022","V","2016-04-01","K","280012/04/K/16","","11111","HGMN","","","5WGA05","","","","0","OPERASIONAL PROYEK","K","1163000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106023","V","2016-04-01","K","280012/04/K/16","","48191","HGMN","","ZA9106","5WGA05","481911","","","0","MAKAN LEMBUR STAF","D","326000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106024","V","2016-04-01","K","280012/04/K/16","","48191","HGMN","","ZA9107","5WGA05","481911","","","0","MAKAN LEMBUR PEKERJA","D","837000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106025","V","2016-04-01","M","280012/04/M/16","","21113","MG40","","","5WGA05","","","","0","MANDOR NUR KHOLIS, 31 MAR'16","K","2548240","","","","","","","","","GL","","0","PROYEK","280012/04/M/16","","0000-00-00 00:00:00",
"106026","V","2016-04-01","M","280012/04/M/16","","41121","MG40","","CCD007","5WGA05","400300","","","0","PEK. SKIMCOAT","D","2548240","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106027","V","2016-04-01","K","280013/04/K/16","","11111","HGMN","","","5WGA05","","","","0","BENSIN OPERASIONAL DIREKSI","K","1281966","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106028","V","2016-04-01","K","280013/04/K/16","","48191","HGMN","","ZA9103","5WGA05","481911","","","0","BENSIN OPERASIONAL DIREKSI","D","1281966","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106029","V","2016-04-01","M","280013/04/M/16","","21113","MG40","","","5WGA05","","","","0","MANDOR NUR KHOLIS, 31 MAR'16","K","27260319","","","","","","","","","GL","","0","PROYEK","280013/04/M/16","","0000-00-00 00:00:00",
"106030","V","2016-04-01","M","280013/04/M/16","","41121","MG40","","CCD007","5WGA05","400300","","","0","PEK. SKIMCOAT","D","27260319","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106031","V","2016-04-01","K","280014/04/K/16","","11111","HGMN","","","5WGA05","","","","0","MAKAN LEMBUR PEKERJA PENGECORAN","K","1501000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106032","V","2016-04-01","K","280014/04/K/16","","48191","HGMN","","ZA9107","5WGA05","481911","","","0","MAKAN LEMBUR PEKERJA","D","1501000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106033","V","2016-04-01","M","280014/04/M/16","","21113","O310","","","5WGA05","","","","0","MANDOR OMAN, 31 MAR'16","K","8260500","","","","","","","","","GL","","0","PROYEK","280014/04/M/16","","0000-00-00 00:00:00",
"106034","V","2016-04-01","M","280014/04/M/16","","41121","STG0","","700100","5WGA05","700000","","","0","PEK. INJEKSI KEBOCORAN","D","8260500","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106035","V","2016-04-01","K","280015/04/K/16","","11111","HGMN","","","5WGA05","","","","0","OPERASIONAL KANTOR","K","1813400","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106036","V","2016-04-01","K","280015/04/K/16","","41111","HGMN","","DDGJ01","5WGA05","600000","","","0","PERBAIKAN CONTAKTOR BAR BENDING","D","350000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106037","V","2016-04-01","K","280015/04/K/16","","48121","HGMN","","ZA2101","5WGA05","481211","","","0","MATERAI,ATK,AMPLOP","D","462000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106038","V","2016-04-01","K","280015/04/K/16","","48121","HGMN","","ZA2103","5WGA05","481211","","","0","KIRIM DOKUMEN","D","15000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106039","V","2016-04-01","K","280015/04/K/16","","48132","HGMN","","ZA3211","5WGA05","481321","","","0","BATREI SURVEY","D","70200","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106040","V","2016-04-01","K","280015/04/K/16","","48191","HGMN","","ZA9106","5WGA05","481911","","","0","MAKAN LEMBUR STAF","D","208000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106041","V","2016-04-01","K","280015/04/K/16","","48191","HGMN","","ZA9107","5WGA05","481911","","","0","MAKAN LEMBUR PEKERJA","D","507000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106042","V","2016-04-01","K","280015/04/K/16","","48191","HGMN","","ZA9114","5WGA05","481911","","","0","TISUE,PEWANGI RUANGAN,KOPI","D","140300","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106043","V","2016-04-01","K","280015/04/K/16","","48191","HGMN","","ZA9116","5WGA05","481911","","","0","AIR MINERAL","D","60900","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106044","V","2016-04-01","M","280015/04/M/16","","21113","RCD0","","","5WGA05","","","","0","MANDOR RAHMAT, 31 MAR'16","K","20256000","","","","","","","","","GL","","0","PROYEK","280015/04/M/16","","0000-00-00 00:00:00",
"106045","V","2016-04-01","M","280015/04/M/16","","41121","UNIK","","700100","5WGA05","700000","","","0","PEK. ALUMUNIUM","D","20256000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106046","V","2016-04-01","K","280016/04/K/16","","11111","HGMN","","","5WGA05","","","","0","OPERSIONAL KANTOR","K","41338401","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106047","V","2016-04-01","K","280016/04/K/16","","41111","HGMN","","DDJA08","5WGA05","600000","","","0","SOLAR & AIR ACCU KOMPRESOR","D","210000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106048","V","2016-04-01","K","280016/04/K/16","","41111","HGMN","","DDMB05","5WGA05","600000","","","0","BIAYA KIRIM VIBRATOR","D","125000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106049","V","2016-04-01","K","280016/04/K/16","","41111","HGMN","","DDTA08","5WGA05","600000","","","1","OBENG STORING","D","16000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106050","V","2016-04-01","K","280016/04/K/16","","48121","HGMN","","ZA2113","5WGA05","481211","","","0","TELEPON,SPEEDY KANTOR","D","729970","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106051","V","2016-04-01","K","280016/04/K/16","","48132","HGMN","","ZA3213","5WGA05","481321","","","0","LISTRIK MES CIGADUNG","D","411831","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106052","V","2016-04-01","K","280016/04/K/16","","48132","HGMN","","ZA3214","5WGA05","481321","","","0","PAM KANTOR","D","3360400","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106053","V","2016-04-01","K","280016/04/K/16","","48132","HGMN","","ZA3214","5WGA05","481321","","","0","LISTRIK KANTOR & LAPANGAN","D","36292600","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106054","V","2016-04-01","K","280016/04/K/16","","48191","HGMN","","ZA9110","5WGA05","481911","","","0","MAKAN & MNM PERJALANAN MELAYAT","D","192600","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106055","V","2016-04-01","M","280016/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","58589169","","","","","","","","","GL","","0","PROYEK","280016/04/M/16","","0000-00-00 00:00:00",
"106056","V","2016-04-01","M","280016/04/M/16","","41121","JBS0","","CBDA01","5WGA05","400200","","","0","PEK. BEKISTING KOLOM","D","7245755","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106057","V","2016-04-01","M","280016/04/M/16","","41121","JBS0","","CBDA02","5WGA05","400200","","","0","PEK. BEKISTING SHERWALL","D","9823340","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106058","V","2016-04-01","M","280016/04/M/16","","41121","JBS0","","CBDA08","5WGA05","400200","","","0","PEK. BEKISTING KEPALA KOLOM","D","1470000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106059","V","2016-04-01","M","280016/04/M/16","","41121","JBS0","","CBDB03","5WGA05","400200","","","0","PEK. BEKISTING PLAT","D","25874374","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106060","V","2016-04-01","M","280016/04/M/16","","41121","JBS0","","CBDB04","5WGA05","400200","","","0","PEK. BEKISTING BALOK","D","14175700","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106061","V","2016-04-01","K","280017/04/K/16","","11111","HGMN","","","5WGA05","","","","0","OPERASIONAL KANTOR","K","1751400","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106062","V","2016-04-01","K","280017/04/K/16","","41111","HGMN","","DDEC01","5WGA05","400400","","","0","MAKAN LEMBUR OPR TC 1","D","48000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106063","V","2016-04-01","K","280017/04/K/16","","41111","HGMN","","DDED01","5WGA05","400400","","","0","MAKAN LEMBUR OPR TC 2","D","48000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106064","V","2016-04-01","K","280017/04/K/16","","41111","HGMN","","DDGJ01","5WGA05","600000","","","0","CONOM SB, BAUD BAR BENDER","D","622000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106065","V","2016-04-01","K","280017/04/K/16","","41111","HGMN","","DDTA08","5WGA05","600000","","","0","HANDLE RATHER (STORING)","D","150000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106066","V","2016-04-01","K","280017/04/K/16","","48121","HGMN","","ZA2101","5WGA05","481211","","","0","HELM SEPEDA MOTOR, PREMIUM","D","120000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106067","V","2016-04-01","K","280017/04/K/16","","48121","HGMN","","ZA2104","5WGA05","481211","","","0","KERTAS A3","D","307500","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106068","V","2016-04-01","K","280017/04/K/16","","48191","HGMN","","ZA9106","5WGA05","481911","","","0","MAKAN LEMBUR STAF","D","232000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106069","V","2016-04-01","K","280017/04/K/16","","48191","HGMN","","ZA9116","5WGA05","481911","","","0","AIR MINERAL","D","15900","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106070","V","2016-04-01","K","280017/04/K/16","","48191","HGMN","","ZA9107","5WGA05","481911","","","0","MAKAN LEMBBUR PEKERJA","D","208000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106071","V","2016-04-01","M","280017/04/M/16","","21113","JBS0","","","5WGA05","","","","0","MANDOR JASIDIN, 31 MAR'16","K","15897395","","","","","","","","","GL","","0","PROYEK","280017/04/M/16","","0000-00-00 00:00:00",
"106072","V","2016-04-01","M","280017/04/M/16","","41121","JBS0","","CBDA01","5WGA05","400200","","","0","PEK. BEKISTING KOLOM","D","4352900","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106073","V","2016-04-01","M","280017/04/M/16","","41121","JBS0","","CBDA08","5WGA05","400200","","","0","PEK. BEKISTING KEPALA KOLOM","D","2565000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106074","V","2016-04-01","M","280017/04/M/16","","41121","JBS0","","CBDB03","5WGA05","400200","","","0","PEK. BEKISTING TANGGULAN KOLAM","D","8979495","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106075","V","2016-04-01","K","280018/04/K/16","","11111","HGMN","","","5WGA05","","","","0","OPERASIONAL KANTOR","K","2951300","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106076","V","2016-04-01","K","280018/04/K/16","","41111","HGMN","","AYF001","5WGA05","400100","","","0","OKSIGEN","D","285000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106077","V","2016-04-01","K","280018/04/K/16","","41111","HGMN","","CHRB01","5WGA05","100100","","","0","BUANG SAMPAH RUTIN","D","150000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
"106078","V","2016-04-01","K","280018/04/K/16","","41111","HGMN","","DDJA08","5WGA05","600000","","","0","SOLAR KOMPRESOR","D","200000","","","","","","","","","GL","","0","PROYEK","","","0000-00-00 00:00:00",
